0,Title,Release Date,Duration,Gross
2008,This Is 40,2012,134,$67.54M
2009,21 Jump Street,2012,109,$138.45M
2010,The Avengers,2012,143,$623.28M
2011,Prometheus,2012,124,$126.48M
2012,Spring Breakers,2012,94,$14.12M
2013,Les Misérables,2012,158,$148.81M
2014,Pitch Perfect,2012,112,$65.00M
2015,Argo,2012,120,$136.03M
2016,The Perks of Being a Wallflower,2012,103,$17.74M
2017,Battleship,2012,131,$65.42M
2018,The Lorax,2012,86,$214.03M
2019,Hotel Transylvania,2012,91,$148.31M
2020,Zero Dark Thirty,2012,157,$95.72M
2021,Silver Linings Playbook,2012,122,$132.09M
2022,Jack Reacher,2012,130,$80.07M
2023,Dredd,2012,95,$13.41M
2024,Sinister,2012,110,$48.09M
2025,Magic Mike,2012,110,$113.72M
2026,Mud,2012,130,$21.59M
2027,Ted,2012,106,$218.82M
2028,The Impossible,2012,114,$19.02M
2029,Cloud Atlas,2012,172,$27.11M
2030,Lincoln,2012,150,$182.21M
2031,Skyfall,2012,143,$304.36M
2032,Wasteland,2012,108,
2033,Brave,2012,93,$237.28M
2034,Flight,2012,138,$93.77M
2035,The Expendables 2,2012,103,$85.02M
2036,Moonrise Kingdom,2012,94,$45.51M
2037,Wreck-It Ralph,2012,101,$189.42M
2038,Life of Pi,2012,127,$124.99M
2039,The Amazing Spider-Man,2012,136,$262.03M
2040,Men in Black 3,2012,106,$179.02M
2041,Looper,2012,119,$66.49M
2042,The Twilight Saga: Breaking Dawn - Part 2,2012,115,$292.30M
2043,John Carter,2012,132,$73.08M
2044,Total Recall,2012,118,$58.88M
2045,House at the End of the Street,2012,101,$31.61M
2046,Project X,2012,88,$54.73M
2047,That's My Boy,2012,116,$36.93M
2048,Seven Psychopaths,2012,110,$15.02M
2049,Savages,2012,131,$47.38M
2050,The Dictator,2012,83,$59.65M
2051,The Master,2012,138,$16.38M
2052,Anna Karenina,2012,129,$12.82M
2053,Journey 2: The Mysterious Island,2012,94,$103.86M
2054,Rise of the Guardians,2012,97,$103.41M
2055,End of Watch,2012,109,$41.00M
2056,Snow White and the Huntsman,2012,127,$155.33M
2057,American Reunion,2012,113,$57.01M
2058,Iron Sky,2012,93,
2059,Lawless,2012,116,$37.40M
2060,Resident Evil: Retribution,2012,95,$42.35M
2061,Chronicle,2012,84,$64.58M
2062,Safe House,2012,115,$126.37M
2063,Frances Ha,2012,86,$4.06M
2064,Piranha 3DD,2012,83,$0.38M
2065,The Vow,2012,104,$125.01M
2066,Rock of Ages,2012,123,$38.52M
2067,Killing Them Softly,2012,97,$15.03M
2068,Madagascar 3: Europe's Most Wanted,2012,93,$216.39M
2069,Silent Hill: Revelation,2012,95,$17.53M
2070,LOL,2012,97,$0.05M
2071,Wanderlust,2012,98,$17.23M
2072,The Three Stooges,2012,92,$44.34M
2073,Dark Shadows,2012,113,$79.73M
2074,Red Dawn,2012,93,$44.81M
2075,Compliance,2012,90,$0.32M
2076,This Means War,2012,103,$54.76M
2077,Diary of a Wimpy Kid: Dog Days,2012,94,$49.01M
2078,Maniac,2012,89,$0.02M
2079,Think Like a Man,2012,122,$91.55M
2080,About Cherry,2012,98,$0.00M
2081,Ice Age: Continental Drift,2012,88,$161.32M
2082,V/H/S,2012,116,$0.10M
2083,Excision,2012,81,
2084,Abraham Lincoln: Vampire Hunter,2012,105,$37.52M
2085,The Body,2012,112,
2086,Wrath of the Titans,2012,99,$83.67M
2087,The Watch,2012,102,$35.35M
2088,The Woman in Black,2012,95,$54.33M
2089,It's Such a Beautiful Day,2012,62,
2090,Kon-Tiki,2012,118,$1.52M
2091,Taken 2,2012,92,$139.85M
2092,Mirror Mirror,2012,106,$64.94M
2093,Hit and Run,2012,100,$13.75M
2094,Found,2012,103,
2095,The Company You Keep,2012,125,$5.13M
2096,Chained,2012,94,
2097,Safety Not Guaranteed,2012,86,$4.01M
2098,On the Road,2012,124,$0.72M
2099,When the Lights Went Out,2012,86,
2100,American Mary,2012,103,
2101,Great Expectations,2012,128,$0.26M
2102,Seeking a Friend for the End of the World,2012,101,$6.62M
2103,The Cold Light of Day,2012,93,$3.75M
2104,Bachelorette,2012,87,$0.45M
2105,Trouble with the Curve,2012,111,$35.76M
2106,Here Comes the Boom,2012,105,$45.29M
2107,Rust and Bone,2012,120,$2.06M
2108,Would You Rather,2012,93,
2109,Bait,2012,93,
2110,Man on a Ledge,2012,102,$18.62M
2111,The Iceman,2012,106,$1.94M
2112,Red Lights,2012,114,$0.05M
2113,The Collection,2012,82,$12.84M
2114,Underworld: Awakening,2012,88,$62.32M
2115,Ruby Sparks,2012,104,$2.54M
2116,Antiviral,2012,108,
2117,The Lucky One,2012,101,$60.46M
2118,The Possession,2012,92,$49.13M
2119,The Concubine,2012,122,
2120,To the Wonder,2012,112,$0.59M
2121,Stuck in Love.,2012,97,$0.08M
2122,The Campaign,2012,85,$86.91M
2123,Safe,2012,94,$17.14M
2124,The Raven,2012,110,$16.01M
2125,The Five-Year Engagement,2012,124,$28.84M
2126,Resident Evil: Damnation,2012,100,
2127,Klip,2012,102,
2128,Amour,2012,127,$6.74M
2129,The Words,2012,102,$11.49M
2130,One for the Money,2012,91,$26.41M
2131,Rurouni Kenshin Part I: Origins,2012,134,
2132,Act of Valor,2012,110,$70.01M
2133,Disconnect,2012,115,$7.44M
2134,Byzantium,2012,118,$0.08M
2135,Black Rock,2012,83,
2136,The First Time,2012,95,$0.02M
2137,Bullet to the Head,2012,92,$9.48M
2138,The Tall Man,2012,106,
2139,Holy Motors,2012,115,
2140,The Sessions,2012,95,$6.00M
2141,Dracula 3D,2012,110,$0.01M
2142,Paranormal Activity 4,2012,88,$53.92M
2143,Hitchcock,2012,98,$6.01M
2144,What to Expect When You're Expecting,2012,110,$41.15M
2145,ParaNorman,2012,92,$56.00M
2146,A Royal Affair,2012,137,$1.55M
2147,An Awkward Sexual Adventure,2012,98,
2148,Passion,2012,102,$0.09M
2149,Cosmopolis,2012,109,$0.74M
2150,Promised Land,2012,106,$7.60M
2151,The Paperboy,2012,107,$0.69M
2152,Parental Guidance,2012,105,$77.27M
2153,The Pirates! Band of Misfits,2012,88,$31.05M
2154,Angels of Sex,2012,105,
2155,Contraband,2012,109,$66.53M
2156,Starlet,2012,103,$0.09M
2157,ATM,2012,90,$0.00M
2158,A Perfect Ending,2012,110,
2159,No One Lives,2012,86,$0.07M
2160,Arbitrage,2012,107,$7.92M
2161,Liberal Arts,2012,97,$0.32M
2162,Frankenweenie,2012,87,$35.29M
2163,The Man with the Iron Fists,2012,95,$15.63M
2164,Get the Gringo,2012,96,
2165,Wolf Children,2012,117,
2166,The Broken Circle Breakdown,2012,111,$0.18M
2167,Step Up Revolution,2012,99,$35.07M
2168,Young & Wild,2012,96,$0.00M
2169,Red Tails,2012,125,$49.88M
2170,The Pact,2012,89,
2171,Lockout,2012,95,$14.33M
2172,Beasts of the Southern Wild,2012,93,$12.80M
2173,Elevator,2012,84,
2174,Gone,2012,94,$11.65M
2175,Chernobyl Diaries,2012,86,$18.12M
2176,The Girl from Nowhere,2012,91,
2177,The Lords of Salem,2012,101,$1.16M
2178,Stolen,2012,96,$0.30M
2179,Resolution,2012,93,
2180,Gangs of Wasseypur,2012,321,
2181,Celeste & Jesse Forever,2012,92,$3.09M
2182,Breaking the Girls,2012,83,
2183,To Rome with Love,2012,112,$16.69M
2184,The Brass Teapot,2012,101,$0.01M
2185,Chasing Mavericks,2012,116,$6.00M
2186,Stand Up Guys,2012,95,$3.30M
2187,The Inside,2012,93,
2188,Erased,2012,100,
2189,Shameless,2012,81,
2190,Attack of the 50 Foot Cheerleader,2012,83,
2191,Transit,2012,88,
2192,Premium Rush,2012,91,$20.28M
2193,The Baytown Outlaws,2012,98,
2194,Jab Tak Hai Jaan,2012,176,$3.05M
2195,Foodfight!,2012,91,
2196,Naked As We Came,2012,87,
2197,Robot & Frank,2012,89,$3.33M
2198,Alex Cross,2012,101,$25.89M
2199,Astérix and Obélix: God Save Britannia,2012,110,
2200,Sexual Chronicles of a French Family,2012,85,
2201,The Last Stand,2013,107,$12.05M
2202,The Wolf of Wall Street,2013,180,$116.90M
2203,Evil Dead,2013,91,$54.24M
2204,The To Do List,2013,104,$3.45M
2205,American Hustle,2013,138,$150.12M
2206,Prisoners,2013,153,$61.00M
2207,The Hunger Games: Catching Fire,2013,146,$424.67M
2208,Her,2013,126,$25.57M
2209,The Great Gatsby,2013,143,$144.84M
2210,We're the Millers,2013,110,$150.39M
2211,The Conjuring,2013,112,$137.40M
2212,Nymphomaniac: Vol. I,2013,117,$0.79M
2213,Riddick,2013,119,$42.03M
2214,Blue Is the Warmest Colour,2013,180,$2.20M
2215,Coherence,2013,89,$0.07M
2216,About Time,2013,123,$15.32M
2217,I Give It a Year,2013,97,$0.03M
2218,Frozen,2013,102,$400.74M
2219,The Hobbit: The Desolation of Smaug,2013,161,$258.37M
2220,Man of Steel,2013,143,$291.05M
2221,World War Z,2013,116,$202.36M
2222,Movie 43,2013,94,$8.83M
2223,Under the Skin,2013,108,$2.61M
2224,Grown Ups 2,2013,101,$133.67M
2225,This Is the End,2013,107,$101.47M
2226,Snowpiercer,2013,126,$4.56M
2227,Now You See Me,2013,115,$117.72M
2228,12 Years a Slave,2013,134,$56.67M
2229,Iron Man Three,2013,130,$409.01M
2230,Young & Beautiful,2013,95,$0.05M
2231,Elysium,2013,109,$93.05M
2232,Gravity,2013,91,$274.09M
2233,The Purge,2013,85,$64.47M
2234,Rush,2013,123,$26.95M
2235,47 Ronin,2013,128,$38.36M
2236,Enemy,2013,91,$1.01M
2237,The Green Inferno,2013,100,$7.19M
2238,Pacific Rim,2013,131,$101.80M
2239,The Wolverine,2013,126,$132.56M
2240,Oblivion,2013,124,$89.02M
2241,Nymphomaniac: Vol. II,2013,124,$0.33M
2242,Safe Haven,2013,115,$71.35M
2243,Dallas Buyers Club,2013,117,$27.30M
2244,The Secret Life of Walter Mitty,2013,114,$58.24M
2245,White House Down,2013,131,$73.10M
2246,Oldboy,2013,104,$2.19M
2247,Lone Survivor,2013,121,$125.10M
2248,Thor: The Dark World,2013,112,$206.36M
2249,R.I.P.D.,2013,96,$33.62M
2250,Trance,2013,101,$2.32M
2251,The Kings of Summer,2013,95,$1.29M
2252,Don Jon,2013,90,$24.48M
2253,Kick-Ass 2,2013,103,$28.80M
2254,Furious 6,2013,130,$238.68M
2255,Carrie,2013,100,$35.27M
2256,Captain Phillips,2013,134,$107.10M
2257,The Hangover Part III,2013,100,$112.20M
2258,The Family,2013,111,$36.92M
2259,In Secret,2013,107,$0.42M
2260,The World's End,2013,109,$26.00M
2261,Hansel & Gretel: Witch Hunters,2013,88,$55.70M
2262,Oculus,2013,104,$27.70M
2263,Mama,2013,100,$71.63M
2264,G.I. Joe: Retaliation,2013,110,$122.52M
2265,The Croods,2013,98,$187.17M
2266,2 Guns,2013,109,$75.61M
2267,Warm Bodies,2013,98,$66.38M
2268,August: Osage County,2013,121,$37.74M
2269,Star Trek Into Darkness,2013,132,$228.78M
2270,Olympus Has Fallen,2013,119,$98.93M
2271,Pain & Gain,2013,129,$49.88M
2272,Before Midnight,2013,109,$8.11M
2273,Monsters University,2013,104,$268.49M
2274,Percy Jackson: Sea of Monsters,2013,106,$68.56M
2275,The Internship,2013,119,$44.67M
2276,Texas Chainsaw,2013,92,$34.34M
2277,Escape Plan,2013,115,$25.13M
2278,Despicable Me 2,2013,98,$368.06M
2279,The Call,2013,94,$51.87M
2280,Side Effects,2013,106,$32.17M
2281,Homefront,2013,100,$20.16M
2282,Ender's Game,2013,114,$61.74M
2283,The Book Thief,2013,131,$21.49M
2284,Begin Again,2013,104,$16.17M
2285,The Garden of Words,2013,46,
2286,Oz the Great and Powerful,2013,130,$234.91M
2287,Inside Llewyn Davis,2013,104,$13.24M
2288,Dark Skies,2013,97,$17.41M
2289,A Good Day to Die Hard,2013,98,$67.35M
2290,The Heat,2013,117,$159.58M
2291,Turbo,2013,96,$83.03M
2292,The Spectacular Now,2013,95,$6.85M
2293,Banshee,2013,50,
2294,42,2013,128,$95.00M
2295,Adoration,2013,112,$0.32M
2296,Machete Kills,2013,107,$8.01M
2297,Locke,2013,85,$1.36M
2298,Only God Forgives,2013,90,$0.78M
2299,Gimme Shelter,2013,101,$1.36M
2300,The Mortal Instruments: City of Bones,2013,130,$31.17M
2301,Blue Jasmine,2013,98,$33.41M
2302,The Great Beauty,2013,141,$2.85M
2303,The Way Way Back,2013,103,$21.50M
2304,The Best Offer,2013,131,$0.09M
2305,Filth,2013,97,$0.03M
2306,The Host,2013,125,$26.63M
2307,The Lone Ranger,2013,150,$89.30M
2308,Out of the Furnace,2013,116,$11.33M
2309,The Counselor,2013,117,$16.97M
2310,Last Vegas,2013,105,$63.91M
2311,Only Lovers Left Alive,2013,123,$1.88M
2312,3096 Tage,2013,111,
2313,Stoker,2013,99,$1.70M
2314,Insidious: Chapter 2,2013,106,$83.59M
2315,Beautiful Creatures,2013,124,$19.45M
2316,Lovelace,2013,93,$0.36M
2317,Odd Thomas,2013,97,
2318,RED 2,2013,116,$53.26M
2319,Free Fall,2013,97,
2320,Jack the Giant Slayer,2013,114,$65.19M
2321,Gangster Squad,2013,113,$46.00M
2322,Saving Mr. Banks,2013,125,$83.30M
2323,Cloudy with a Chance of Meatballs 2,2013,95,$119.79M
2324,After Earth,2013,100,$60.52M
2325,The Wind Rises,2013,126,$5.21M
2326,Bad Words,2013,89,$7.76M
2327,Scary Movie V,2013,86,$32.02M
2328,Epic,2013,102,$107.52M
2329,Anchorman 2: The Legend Continues,2013,119,$127.35M
2330,Pleasure or Pain,2013,99,
2331,The Frozen Ground,2013,105,
2332,The Butler,2013,132,$116.63M
2333,All Hallows' Eve,2013,83,
2334,Identity Thief,2013,111,$134.51M
2335,Afternoon Delight,2013,98,$0.17M
2336,What If,2013,98,$3.45M
2337,Kill Your Darlings,2013,104,$1.03M
2338,Horns,2013,120,$0.16M
2339,Romeo & Juliet,2013,118,$1.16M
2340,Parker,2013,118,$17.62M
2341,A Haunted House,2013,86,$40.04M
2342,I Spit on Your Grave 2,2013,106,$0.00M
2343,The Bling Ring,2013,90,$5.84M
2344,Short Term 12,2013,96,$1.01M
2345,The Railway Man,2013,116,$4.44M
2346,Third Person,2013,137,$1.02M
2347,Jeff Wayne's Musical Version of the War of the Worlds Alive on Stage! The New Generation,2013,118,
2348,Peeples,2013,95,$9.12M
2349,The Last Days on Mars,2013,98,$0.02M
2350,Planes,2013,91,$90.29M
2351,Redemption,2013,100,$0.03M
2352,Labor Day,2013,111,$13.36M
2353,Joe,2013,117,$0.37M
2354,The Starving Games,2013,83,
2355,10 Rules for Sleeping Around,2013,94,
2356,The Young and Prodigious T.S. Spivet,2013,105,$0.10M
2357,Belle,2013,100,$10.73M
2358,Fruitvale Station,2013,85,$16.10M
2359,Palo Alto,2013,100,$0.75M
2360,Europa Report,2013,90,$0.13M
2361,Blue Ruin,2013,90,$0.26M
2362,Vendetta,2013,106,
2363,Temptation: Confessions of a Marriage Counselor,2013,111,$51.98M
2364,Nebraska,2013,115,$17.65M
2365,Philomena,2013,98,$37.71M
2366,Behind the Candelabra,2013,118,
2367,Grudge Match,2013,113,$29.81M
2368,Jobs,2013,128,$16.13M
2369,The Tale of The Princess Kaguya,2013,137,$1.51M
2370,Broken City,2013,109,$19.70M
2371,Man of Tai Chi,2013,105,$0.10M
2372,Deseo,2013,97,
2373,Delivery Man,2013,105,$30.66M
2374,Enough Said,2013,93,$17.54M
2375,The Canyons,2013,99,$0.05M
2376,Knights of Badassdom,2013,86,$0.09M
2377,Upstream Color,2013,96,$0.44M
2378,The Incredible Burt Wonderstone,2013,100,$22.53M
2379,Drinking Buddies,2013,90,$0.34M
2380,The Immigrant,2013,120,$2.01M
2381,Nurse,2013,84,
2382,Night Moves,2013,112,$0.25M
2383,The Zero Theorem,2013,107,$0.22M
2384,The Smurfs 2,2013,105,$71.02M
2385,The Big Wedding,2013,89,$21.78M
2386,Ooga Booga,2013,87,
2387,Paranoia,2013,106,$7.38M
2388,Wolf Creek 2,2013,106,
2389,How I Live Now,2013,101,$0.06M
2390,Hope,2013,122,
2391,The Grandmaster,2013,130,$6.59M
2392,V/H/S/2,2013,96,$0.02M
2393,Borgman,2013,113,$0.06M
2394,Instructions Not Included,2013,122,$44.47M
2395,Stranger by the Lake,2013,100,$0.32M
2396,Devil's Pass,2013,100,
2397,The Lifeguard,2013,98,
2398,The Lunchbox,2013,104,$4.23M
2399,Austenland,2013,97,$2.15M
2400,Parkland,2013,93,$0.65M
2401,John Wick,2014,101,$43.04M
2402,Interstellar,2014,169,$188.02M
2403,Noah,2014,138,$101.20M
2404,Whiplash,2014,106,$13.09M
2405,Guardians of the Galaxy,2014,121,$333.18M
2406,Exodus: Gods and Kings,2014,150,$65.01M
2407,The Grand Budapest Hotel,2014,99,$59.10M
2408,Gone Girl,2014,149,$167.77M
2409,Lucy,2014,89,$126.66M
2410,Ex Machina,2014,108,$25.44M
2411,Kingsman: The Secret Service,2014,129,$128.26M
2412,Tusk,2014,102,$1.82M
2413,Edge of Tomorrow,2014,113,$100.21M
2414,Nightcrawler,2014,117,$32.38M
2415,Divergent,2014,139,$150.95M
2416,Fury,2014,134,$85.82M
2417,The Equalizer,2014,132,$101.53M
2418,The Maze Runner,2014,113,$102.43M
2419,Dawn of the Planet of the Apes,2014,130,$208.55M
2420,The Lego Movie,2014,100,$257.76M
2421,Wild,2014,115,$37.88M
2422,This Is Where I Leave You,2014,103,$34.29M
2423,The Imitation Game,2014,114,$91.13M
2424,The Expendables 3,2014,126,$39.32M
2425,X-Men: Days of Future Past,2014,132,$233.92M
2426,The Hunger Games: Mockingjay - Part 1,2014,123,$337.14M
2427,It Follows,2014,100,$14.67M
2428,Birdman or (The Unexpected Virtue of Ignorance),2014,119,$42.34M
2429,Predestination,2014,97,$0.07M
2430,Blended,2014,117,$46.29M
2431,Boyhood,2014,165,$25.38M
2432,Godzilla,2014,123,$200.68M
2433,American Sniper,2014,133,$350.13M
2434,The Guest,2014,100,$0.32M
2435,Captain America: The Winter Soldier,2014,136,$259.77M
2436,Transformers: Age of Extinction,2014,165,$245.44M
2437,The Hobbit: The Battle of the Five Armies,2014,144,$255.12M
2438,The Giver,2014,97,$45.09M
2439,22 Jump Street,2014,112,$191.72M
2440,Chef,2014,114,$30.64M
2441,The Judge,2014,141,$47.12M
2442,Big Hero 6,2014,102,$222.53M
2443,The Babadook,2014,94,$0.92M
2444,Love  Rosie,2014,102,$0.02M
2445,What We Do in the Shadows,2014,86,$3.33M
2446,Maleficent,2014,97,$241.41M
2447,The Amazing Spider-Man 2,2014,142,$202.85M
2448,Unbroken,2014,137,$115.64M
2449,Sin City: A Dame to Kill For,2014,102,$13.76M
2450,Paddington,2014,95,$76.27M
2451,The Theory of Everything,2014,123,$35.89M
2452,Hercules,2014,98,$72.69M
2453,How to Train Your Dragon 2,2014,102,$177.00M
2454,St. Vincent,2014,102,$44.13M
2455,The Fault in Our Stars,2014,126,$124.87M
2456,The Best of Me,2014,118,$26.76M
2457,300: Rise of an Empire,2014,102,$106.58M
2458,Son of God,2014,138,$59.70M
2459,Wild Tales,2014,122,$3.11M
2460,Creep,2014,77,
2461,Sex Tape,2014,94,$38.54M
2462,Teenage Mutant Ninja Turtles,2014,101,$191.20M
2463,RoboCop,2014,117,$58.61M
2464,Into the Woods,2014,125,$128.00M
2465,Night at the Museum: Secret of the Tomb,2014,98,$113.75M
2466,As Above  So Below,2014,93,$21.20M
2467,Beaster Day: Here Comes Peter Cottonhell,2014,87,
2468,The Other Woman,2014,109,$83.91M
2469,Force Majeure,2014,120,$1.36M
2470,The Interview,2014,112,$6.11M
2471,Last Shift,2014,88,
2472,Dracula Untold,2014,92,$56.28M
2473,The Taking of Deborah Logan,2014,90,
2474,Inherent Vice,2014,148,$8.11M
2475,Taken 3,2014,108,$89.26M
2476,Dumb and Dumber To,2014,109,$86.21M
2477,Deliver Us from Evil,2014,118,$30.58M
2478,Neighbors,2014,97,$150.16M
2479,Annabelle,2014,99,$84.27M
2480,The Hundred-Foot Journey,2014,122,$54.24M
2481,Barefoot,2014,90,$0.01M
2482,I Origins,2014,106,$0.33M
2483,The Raid 2,2014,150,$2.63M
2484,Horrible Bosses 2,2014,108,$54.45M
2485,Endless Love,2014,104,$23.39M
2486,I  Frankenstein,2014,92,$19.08M
2487,3 Days to Kill,2014,117,$30.70M
2488,A Million Ways to Die in the West,2014,116,$43.14M
2489,Need for Speed,2014,132,$43.58M
2490,Annie,2014,118,$85.91M
2491,Into the Storm,2014,89,$47.60M
2492,The Drop,2014,106,$10.72M
2493,Jack Ryan: Shadow Recruit,2014,105,$50.58M
2494,Foxcatcher,2014,134,$12.10M
2495,Before We Go,2014,95,$0.04M
2496,Non-Stop,2014,106,$92.17M
2497,Left Behind,2014,110,$14.00M
2498,Seventh Son,2014,102,$17.22M
2499,Mr. Peabody & Sherman,2014,92,$111.51M
2500,Draft Day,2014,110,$28.83M
2501,If I Stay,2014,107,$50.47M
2502,Let's Be Cops,2014,104,$82.39M
2503,Transcendence,2014,119,$23.02M
2504,Pompeii,2014,105,$23.22M
2505,Deadly Virtues: Love.Honour.Obey.,2014,87,
2506,Rio 2,2014,101,$131.54M
2507,A Walk Among the Tombstones,2014,114,$26.31M
2508,Behaving Badly,2014,97,
2509,The Book of Life,2014,95,$50.15M
2510,Pride,2014,119,
2511,The Falling,2014,102,
2512,Still Alice,2014,101,$18.75M
2513,A Most Violent Year,2014,125,$5.74M
2514,Mommy,2014,139,$3.49M
2515,God's Not Dead,2014,113,$60.76M
2516,Men  Women & Children,2014,119,$0.46M
2517,No Good Deed,2014,84,$52.54M
2518,Love & Mercy,2014,121,$12.55M
2519,The Purge: Anarchy,2014,103,$71.96M
2520,Spring,2014,109,$0.05M
2521,Goodnight Mommy,2014,99,$1.17M
2522,The Gambler,2014,111,$33.68M
2523,Ouija,2014,89,$50.86M
2524,Vampire Academy,2014,104,$7.79M
2525,She's Lost Control,2014,90,$0.00M
2526,Cooties,2014,88,$0.06M
2527,The Monuments Men,2014,118,$78.03M
2528,Obsessed,2014,132,
2529,Unfriended,2014,83,$32.48M
2530,Big Eyes,2014,106,$14.48M
2531,Addicted,2014,106,$17.38M
2532,Penguins of Madagascar,2014,92,$83.35M
2533,Everly,2014,92,
2534,The Signal,2014,97,$0.60M
2535,'71,2014,99,$1.27M
2536,Lucky Bastard,2014,94,
2537,Zombeavers,2014,77,$0.01M
2538,Deadly Daycare,2014,88,
2539,Think Like a Man Too,2014,106,$65.18M
2540,That Awkward Moment,2014,94,$26.05M
2541,Heaven Is for Real,2014,99,$91.44M
2542,Cake,2014,102,$1.87M
2543,The Inbetweeners 2,2014,96,
2544,PK,2014,153,$10.62M
2545,Calvary,2014,102,$3.59M
2546,Walk of Shame,2014,95,$0.04M
2547,The Loft,2014,108,$5.98M
2548,Wish I Was Here,2014,106,$3.59M
2549,Diet of Sex,2014,72,
2550,A Most Wanted Man,2014,122,$17.24M
2551,Who Am I,2014,102,
2552,Selma,2014,128,$52.08M
2553,The Homesman,2014,122,$2.43M
2554,Walking on Sunshine,2014,97,
2555,The Captive,2014,112,
2556,Casa Grande,2014,115,
2557,Veronica Mars,2014,107,$3.32M
2558,Let's Kill Ward's Wife,2014,82,
2559,They Came Together,2014,83,
2560,Before I Go to Sleep,2014,92,$2.96M
2561,The Cobbler,2014,99,
2562,Ride Along,2014,99,$134.94M
2563,Serena,2014,109,$0.18M
2564,A Little Chaos,2014,117,$0.55M
2565,The Riot Club,2014,107,
2566,The Duke of Burgundy,2014,104,$0.03M
2567,Black Sea,2014,114,$1.17M
2568,School Dance,2014,85,
2569,Alexander and the Terrible  Horrible  No Good  Very Bad Day,2014,81,$66.95M
2570,Suite Française,2014,107,
2571,Pawn Sacrifice,2014,115,$2.44M
2572,The Salvation,2014,92,$0.01M
2573,Every Secret Thing,2014,93,
2574,A Girl Walks Home Alone at Night,2014,101,
2575,White Bird in a Blizzard,2014,91,$0.03M
2576,Wolves,2014,91,
2577,The Hungover Games,2014,85,
2578,Tammy,2014,97,$84.53M
2579,The Voices,2014,103,
2580,Metamorphoses,2014,102,
2581,Song of the Sea,2014,93,$0.86M
2582,When Marnie Was There,2014,103,$0.77M
2583,The Pyramid,2014,89,$2.76M
2584,A Haunted House 2,2014,86,$17.33M
2585,Kill the Messenger,2014,112,$2.45M
2586,Veeram,2014,161,$0.24M
2587,Muppets Most Wanted,2014,107,$51.18M
2588,Sabotage,2014,109,$10.51M
2589,Step Up All In,2014,112,$14.90M
2590,Honeymoon,2014,87,$0.01M
2591,Backcountry,2014,92,
2592,Leviathan,2014,140,$1.09M
2593,Starry Eyes,2014,98,
2594,Winter's Tale,2014,118,$0.02M
2595,Jessabelle,2014,90,
2596,Automata,2014,109,
2597,The Boxtrolls,2014,96,$50.84M
2598,Life After Beth,2014,89,$0.08M
2599,Lost River,2014,95,$0.04M
2600,Two Night Stand,2014,86,$0.02M
2601,Love,2015,135,
2602,Creed,2015,133,$109.77M
2603,Fifty Shades of Grey,2015,125,$166.17M
2604,Mad Max: Fury Road,2015,120,$154.06M
2605,Star Wars: Episode VII - The Force Awakens,2015,138,$936.66M
2606,Burnt,2015,101,$13.65M
2607,The Age of Adaline,2015,112,$42.48M
2608,The Big Short,2015,130,$70.26M
2609,The VVitch: A New-England Folktale,2015,92,$25.14M
2610,Jurassic World,2015,124,$652.27M
2611,Sicario,2015,121,$46.89M
2612,The Hateful Eight,2015,168,$54.12M
2613,The Man from U.N.C.L.E.,2015,116,$45.45M
2614,The Martian,2015,144,$228.43M
2615,Knock Knock,2015,99,$0.04M
2616,The Lobster,2015,119,$8.70M
2617,Inside Out,2015,95,$356.46M
2618,Home,2015,94,$177.40M
2619,The Hunger Games: Mockingjay - Part 2,2015,137,$281.72M
2620,Ant-Man,2015,117,$180.20M
2621,The Revenant,2015,156,$183.64M
2622,Tomorrowland,2015,130,$93.44M
2623,Avengers: Age of Ultron,2015,141,$459.01M
2624,Room,2015,118,$14.68M
2625,Legend,2015,132,$1.87M
2626,Spotlight,2015,129,$45.06M
2627,Mission: Impossible - Rogue Nation,2015,131,$195.04M
2628,Terminator Genisys,2015,126,$89.76M
2629,Pixels,2015,105,$78.75M
2630,Joy,2015,124,$56.45M
2631,Cinderella,2015,105,$201.15M
2632,A Man Called Ove,2015,116,$3.48M
2633,Spectre,2015,148,$200.07M
2634,The Intern,2015,121,$75.76M
2635,Furious 7,2015,137,$353.01M
2636,Bridge of Spies,2015,142,$72.31M
2637,Vacation,2015,99,$58.88M
2638,The Visit,2015,94,$65.21M
2639,Bone Tomahawk,2015,132,
2640,Fantastic Four,2015,100,$56.12M
2641,The Good Dinosaur,2015,93,$123.09M
2642,Southpaw,2015,124,$52.42M
2643,The Gift,2015,108,$43.77M
2644,Minions,2015,91,$336.05M
2645,Carol,2015,118,$12.71M
2646,The Boy Next Door,2015,91,$35.39M
2647,Magic Mike XXL,2015,115,$66.01M
2648,Focus,2015,105,$53.86M
2649,Green Room,2015,95,$3.22M
2650,Everest,2015,121,$43.48M
2651,Spy,2015,120,$110.83M
2652,Trainwreck,2015,125,$110.21M
2653,San Andreas,2015,114,$155.19M
2654,The Danish Girl,2015,119,$11.11M
2655,Pitch Perfect 2,2015,115,$184.30M
2656,The Divergent Series: Insurgent,2015,119,$130.18M
2657,Scouts Guide to the Zombie Apocalypse,2015,93,$3.64M
2658,Pan,2015,111,$35.09M
2659,Point Break,2015,114,$28.78M
2660,Straight Outta Compton,2015,147,$161.20M
2661,Tale of Tales,2015,134,$0.08M
2662,How to Plan an Orgy in a Small Town,2015,101,
2663,Solace,2015,101,
2664,Brooklyn,2015,117,$38.32M
